feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,label
0.0,0.0,-0.33956153100489195,0.0674673590859518,-0.6383439192376922,-0.051433443493110596,-0.8606745009453429,-0.05667548920740662,-1.0641011380204952,-0.04621082166277387,-0.6667502481739322,-0.7241966853529196,-0.8199554320411667,-1.070392774330386,-0.9851892064810975,-1.1392068894118874,-1.1213107840367826,-1.1078707579374143,-0.5866665758408451,-0.8098285798804448,-0.7482518640360487,-1.2398781766489146,-0.9566893625571359,-1.297292374185454,-1.1021303994887603,-1.2027698475757924,-0.4906531159526369,-0.8320154612714055,-0.6702269231564216,-1.241201804205317,-0.8922481244443081,-1.283181823597037,-1.0512163947068913,-1.208120526867902,-0.3896226871085889,-0.7954106513345273,-0.5961476339214767,-1.0957766868486902,-0.7976345859247546,-1.1808212591942293,-0.9629504613175032,-1.1922143683674942,0.0,0.0,0.4126463472972787,0.17566028715685367,0.8008679916229189,0.10456548933701092,1.0762309552451714,0.06500391219589033,1.3020627084148628,0.046994504390263085,0.8778302833892265,-0.46766397488537065,1.084533767360555,-0.8302981271410066,1.2412030131455383,-0.8277485229316884,1.3656330232862237,-0.7558840651913019,0.791243542328041,-0.6115011502230995,1.0182665768143104,-1.0853082376556022,1.2014148726514335,-1.0103387096039007,1.3129762323541352,-0.8476700281717877,0.6672426598820655,-0.7039199681877029,0.9070254506142635,-1.1973984213861282,1.0866670362996669,-1.1408330690168822,1.187399661521376,-0.9880029249756778,0.5146672013832497,-0.7584372639661829,0.7147752918816099,-1.129315975230579,0.8727656462335048,-1.0895654719523689,0.9861353895819349,-0.9400391565536088,1
0.0,0.0,-0.3567753653197482,0.07818232142557478,-0.6465307490748742,-0.08182424398864452,-0.8747694685787034,-0.09269513026015577,-1.058550289948191,-0.06817893574517547,-0.6694125583400768,-0.7246087126531597,-0.8066732707283907,-1.0515323286600653,-0.9992417712226048,-1.069296965435329,-1.129243272757496,-1.00198708941245,-0.6255610582944661,-0.7801752125936248,-0.779251895106104,-1.2035565581774441,-1.0056813987833224,-1.197942126781696,-1.1182236453709737,-1.0765559684045938,-0.5673008993774056,-0.7792510635694723,-0.7194436228648139,-1.200513341989261,-0.969937796665952,-1.1893121277907723,-1.10079110353803,-1.0756350415848894,-0.5202440335004133,-0.7232698347339034,-0.702246198014508,-1.0541966759703902,-0.9162109675812371,-1.0834496149662671,-1.047791245353655,-1.0070094667263654,0.0,0.0,0.4203500957012031,0.036003559276152244,0.7104892705576014,-0.12287217943518784,0.9316322247371247,-0.14938902898413375,1.1236177370859364,-0.12572101706751077,0.6111719082890802,-0.7550915587059981,0.7762218123691624,-1.1093033949832058,0.9660560059182594,-1.1316404923079026,1.1220420826612267,-1.0841024086295616,0.5647410300884533,-0.825268180008555,0.7625219486882117,-1.2575414044926025,0.9904741134639183,-1.209978681884171,1.1295960281150457,-1.0668767037434623,0.5209453833981917,-0.8461110653971264,0.7316626681213637,-1.2968476113184797,0.9629706757937693,-1.2324816538470094,1.0984839665583135,-1.0808189361467693,0.4914256771309169,-0.8068174357656889,0.7293055781732769,-1.1207298792233233,0.9360369231766785,-1.1190613391249247,1.0979183020838055,-1.0408457256485635,1
0.0,0.0,-0.3707594097478267,-0.27069183275060127,-0.7849885924787959,-0.20975132885125874,-1.075622550354823,0.07102531813378053,-1.2345977344155226,0.37254791871502946,-1.057264693976779,-0.3811410164143746,-1.4746876784550553,-0.6322636844409628,-1.7447652896995074,-0.5203916981190847,-1.9103832211914014,-0.29694877030638134,-0.9845804399729999,-0.17493243616486318,-1.4549442904449363,0.36853915721735225,-1.6714899522426514,0.726292229586343,-1.8422395286942888,0.9877399723876487,-0.8525321964427169,0.07771559237669048,-1.1287772870012043,0.6090478374822133,-0.9388621485134676,0.5492721156815813,-0.819938809250196,0.3781030525812728,-0.707765027673922,0.33261238953574807,-0.9135125978497894,0.713275636421821,-0.7593538809448225,0.6619094087426421,-0.6475483070887894,0.49411775096753263,0.0,0.0,0.43554125420580425,-0.17415396679837636,0.894956134320302,0.002403613539281632,1.155290318039263,0.3303566860542248,1.2877944278473301,0.719421446012893,1.1375643585072084,-0.09803293263814515,1.6568436393801937,-0.3112356301112438,1.9428215110800418,-0.3464296130826121,2.13245018158844,-0.38516193348739786,0.9950360692309702,0.09951492817351518,1.6543117075076215,0.6847930382776227,1.9945255155543349,1.1319730089552784,2.240711872100806,1.4481779695585333,0.7530738222738057,0.3797355298436405,1.3209343429164309,1.1196096187568758,1.1416755804488734,1.1011883038010029,0.9520868672948923,0.9486077349658856,0.48118197378971733,0.7274583968118966,0.8775077647016567,1.2413333642858428,0.7657225177284421,1.154387785357075,0.6297062214384257,0.9890601707498436,1
0.0,0.0,0.22878196706973747,-0.30471289479988767,0.3603953262840407,-0.6652002960613714,0.45025570499358397,-0.9787660755167644,0.6125625601150991,-1.0752442099168364,0.08705049213923449,-1.0188956568535947,0.07272927812840413,-1.5187923950044306,0.06375801135904348,-1.8080013211604646,0.05438964903059439,-2.02287374535404,-0.12233262809025461,-0.9924891576760583,-0.23551357222561822,-1.5390488900419046,-0.28674689813950127,-1.865268135485233,-0.31606637942193544,-2.1002126381350132,-0.30191314003211606,-0.8972957180626072,-0.4153818629097197,-1.405077398224805,-0.43936846103916777,-1.7123647484992035,-0.4442114626519355,-1.9478754767100745,-0.4493553965751494,-0.7481541627080764,-0.5948258621437119,-1.1070212754427606,-0.67031134606407,-1.3319427591194533,-0.7184527835703597,-1.534422477927234,0.0,0.0,-0.210796399679845,-0.37126959319051067,-0.32055387426473975,-0.8016498931651331,-0.3721690191699477,-1.1747486692738704,-0.4755555793578979,-1.3956527198646955,-0.003398810064726126,-1.0643355938284342,0.09104110616721617,-1.6623389045146637,0.1592284938308959,-2.009397421672844,0.21506543511096682,-2.2714153702527575,0.21189721569374156,-0.9772919573910551,0.38660194024103567,-1.6113548225354901,0.4827548492099578,-1.9768263043222967,0.5524608571428405,-2.242584851432809,0.3883719212712092,-0.838868240983451,0.565716051553102,-1.4117963258823778,0.6647173390309206,-1.7538944124490377,0.7304240875189733,-2.0104360215418575,0.5327896286787093,-0.6709897720054949,0.7005049510057375,-1.1316538393742666,0.7887962071841904,-1.3885987937091608,0.8594205272994611,-1.6043628770360239,0
0.0,0.0,-0.4297650346738904,-0.08603067419742097,-0.7921785354408246,0.08565542787229243,-1.0394238666554256,0.24490195063914352,-1.2472017929587598,0.28369522116398765,-1.0440359057910171,0.27591076887416627,-1.4372948726499857,0.7265551526692897,-1.6852786973590985,0.9544382098401941,-1.9016861983080486,1.1283686994504656,-0.9312972925690403,0.3642600072112986,-1.4005962729269674,0.8758797371751293,-1.6965022713103997,1.1198945684133694,-1.9427683077913258,1.28972625550425,-0.7579978494677423,0.49083801033707153,-1.2106291843710681,0.9734549627400405,-1.492134286903437,1.1859084691627997,-1.7328258974163746,1.3079884251325624,-0.5482264270621627,0.6422024513196274,-0.877096833359031,1.0432480521330982,-1.0972338900801162,1.235250906544437,-1.2928610349427327,1.3591359173296254,0.0,0.0,0.3843800184484088,0.009938640341178,0.7045239784365188,0.18835273358702545,0.8893102852526187,0.25427475015860934,1.0118248415436404,0.1174607110430073,0.9268613652885834,0.4688792925794709,1.4345753017826113,0.9426394368914952,1.745213362393888,1.1666727259816008,1.9923005663134885,1.2754110662559583,0.7986757420888336,0.6017616297163279,1.372797585761796,1.1813996348062252,1.7508880297623035,1.4619851727573612,2.067011819333633,1.6147489053876454,0.6145334889306422,0.747469490061889,1.1592891261400848,1.355005914216037,1.5147628539874363,1.6312023203576547,1.8195746850224999,1.8025636274270824,0.37416011362545293,0.920769901848725,0.7509365612904858,1.4607925633484935,1.0110985773895342,1.6859365085269609,1.2659944068442366,1.8259426123312197,0
0.0,0.0,-0.26117991344491165,0.06154701777239234,-0.4301061462985021,-0.12086153524745585,-0.2830192361934188,-0.36695685883252577,-0.10073532677108078,-0.5946571852874013,-0.5083773488395454,-0.8557681036375024,-0.6047972020902957,-1.3750787997635507,-0.6803746551591948,-1.725506922227151,-0.7354051427800874,-2.025600295358637,-0.2558815425903128,-0.9667081442512016,-0.2909263002721331,-1.5338503119415823,-0.3165522095518984,-1.9056496084693932,-0.33157730528080515,-2.2289113082248355,-0.024733949742591587,-0.90779221483206,0.06740006394658284,-1.0178656318122536,0.020578861541017377,-0.6227363791678893,-0.02676602494483141,-0.35500577734421096,0.1799491606566342,-0.7387304801365302,0.18126979463533574,-0.5780418091764679,0.09472212149155958,-0.25362415881616707,0.009611129813822046,-0.04936542480338259,0.0,0.0,0.26524506857599894,0.10649964074430796,0.4145321297869522,-0.06884520411755994,0.3157634916979401,-0.34104901540322274,0.18923163774592777,-0.5812317516226342,0.6191845912087725,-0.7617219765328183,0.7911590977124541,-1.2470537991637543,0.8963279339664115,-1.5827822188804328,0.9661780653260803,-1.9007983638755637,0.4016692756377204,-0.9157847962314448,0.39256485652563433,-1.3817004614547999,0.3983547202174189,-1.804271353609908,0.4150819731469152,-2.178772014208642,0.17243072273178872,-0.8880658014580927,0.08098866099840744,-0.7150423850112777,0.06652192819067534,-0.3728860544521789,0.12945789551326342,-0.17919339079867366,-0.04033952688685776,-0.7735424764260612,-0.08733832077518362,-0.584183002780814,-0.03257663975317693,-0.2913254395489845,0.0792221417015656,-0.06137219754998143,0
0.0,0.0,-0.3617831768125784,0.016072017418386406,-0.6383900596445266,-0.17184547852966042,-0.868312181329965,-0.18550994903326656,-1.0553670564463176,-0.1354796103837052,-0.5020060887114645,-0.8554185042791953,-0.7200490867501195,-1.1862177321412375,-0.9303934721306876,-1.128408779708069,-1.032010901766234,-0.9635037814313502,-0.44233443181140525,-0.8968501828254712,-0.71697954791321,-1.2914414733828348,-0.9626303082730636,-1.2048293331146103,-1.0575563046377223,-1.0188132204384883,-0.40774500604917135,-0.8524981153667336,-0.6905866896407782,-1.2565229995130274,-0.9479677019877518,-1.190071003743459,-1.0651870206884113,-1.0357200322101272,-0.4142725413620373,-0.7354805386347768,-0.6806036622350157,-1.024594866996723,-0.8901185402932351,-1.0123009896887654,-1.0089904735485502,-0.9135382784765581,0.0,0.0,0.3845560825953469,0.009983913636505509,0.6749037147394196,-0.15340416520208397,0.9048753384957899,-0.20215213341835458,1.0963761912082521,-0.15182472980453507,0.5736633632248472,-0.7661425095800198,0.7627320337288773,-1.0794961511880825,0.9653275443496522,-1.0700407615869878,1.1174511830063378,-0.98020714518693,0.5157383307159218,-0.8567461550718244,0.7449479798106934,-1.2131055954412837,0.9595405002125265,-1.1591758159818486,1.0953130064287462,-0.993701000494498,0.4693529953429978,-0.8672642180600345,0.7299425764453933,-1.215854329539333,0.9564695889085663,-1.154657664213241,1.0945712317665657,-0.9871471234680653,0.4453945175520095,-0.7759205877794156,0.7289760448276605,-0.9697227062483843,0.9489466233024492,-0.9917710056133747,1.1105232224463752,-0.9434665424476218,1
0.0,0.0,-0.3476454334218799,0.05347011829594119,-0.639276660283836,-0.1229964242458774,-0.8941028805964745,-0.1265946378612648,-1.1056000089917803,-0.05288417782470273,-0.5071483608874174,-0.8512344542263844,-0.694349105863595,-1.2206453771045787,-0.9328034684136414,-1.2020703547952887,-1.0722712042405946,-1.0707808157053984,-0.45623481578559666,-0.8898594230916942,-0.6884094003505515,-1.3347755147137546,-0.9579740806908259,-1.2845503432599843,-1.086739535779795,-1.1527335996201855,-0.42409860561098,-0.8436626278462399,-0.6829500808993999,-1.2780658407954746,-0.9582207999352529,-1.2402194775733022,-1.1017476986732482,-1.121240363347664,-0.42685777517142687,-0.7183306704193632,-0.6930844391903215,-1.026695108646876,-0.9233265551938382,-1.0479753883182905,-1.065018878572612,-0.9881742754488517,0.0,0.0,0.3472829756800517,-0.003481164994533136,0.6327773791770833,-0.18737624636116232,0.8597658566515919,-0.24841102146664748,1.0426461301650032,-0.1935746299175131,0.5083530508993621,-0.8113736673179316,0.6758311991830005,-1.1331143544564244,0.8761497245397175,-1.1703929998672962,1.0280064193898053,-1.1200052175084032,0.44652483878195737,-0.8947712379992704,0.6546033440795466,-1.2833952821241912,0.8744332706981633,-1.2692597198220537,1.02442133521141,-1.137564495624806,0.4008241435438393,-0.9000501793416478,0.6340246647131178,-1.2957550264318314,0.8657232089805084,-1.2658337060405775,1.01212669997474,-1.130778343121894,0.3842037126978557,-0.8102565999238371,0.6389282714110794,-1.059285263910785,0.8458285578538004,-1.0976814873751315,0.9992619135401242,-1.058604044297655,1
0.0,0.0,-0.12184710885797644,-0.4773370021729166,-0.11721475273433717,-0.9766307893301932,-0.05007172307899571,-1.37124367900957,0.006976466248803176,-1.7301515579148918,0.40773363932424306,-1.0546376579121832,0.6691595161209843,-1.5487376223667806,0.8458928083922725,-1.860066602476214,1.0082123854382334,-2.1225836918809384,0.5835379175898644,-0.8120858936928314,1.0219726830162241,-1.1867875243876076,1.317873532413634,-1.4112619140571006,1.5792976112844588,-1.5950690174232376,0.6689946206297933,-0.5007285320385746,1.1257841548902585,-0.7444255750666818,1.433418011971623,-0.9012953818134342,1.6946728289597457,-1.0486505646105264,0.690461342378651,-0.1415486526267553,1.0944874016166901,-0.12762731225596594,1.3686716175628606,-0.12044100236806136,1.6163261523795533,-0.1520711424758448,0.0,0.0,0.15364861642532943,-0.4912368468562586,0.18412826652823874,-1.007738574862006,0.20056733230465834,-1.416011278044155,0.15100466364693774,-1.7865918646107035,-0.30283073469954136,-1.128112032459098,-0.5981109075129005,-1.524145213543959,-0.7694252419915971,-1.7771545427096775,-0.919806600990774,-2.0192703919838197,-0.40166540390916167,-0.9157864943874691,-0.7318583850161061,-1.2844844297371156,-0.9132358700194682,-1.544601861947805,-1.087265298178062,-1.7892994450600785,-0.4332619426868609,-0.6115577118396963,-0.7867263922733058,-0.8523175403988399,-0.9965069408998253,-1.0192676270980547,-1.1902713364523565,-1.1991592533714592,-0.4109306258735425,-0.26342020139048133,-0.6793723066228425,-0.30135520666155163,-0.8433729807652547,-0.3523212059077144,-1.001119242680761,-0.42670664905639333,0
0.0,0.0,0.26160468091584516,-0.4043054471146893,0.3528417487731039,-0.8377496005261468,0.14527336723007883,-1.2109530835802405,-0.13708331726527567,-1.3397428863090528,0.26393742164212497,-0.9787725123619959,0.036109135509405456,-1.4589434150351022,-0.009913213869337835,-1.3253251099259225,0.01892560865765232,-1.1494692034825895,-0.010271252669236407,-0.9999472492929837,-0.15383663702673972,-1.7611118133458488,-0.1880497784216138,-2.1666797384336967,-0.20042722410943162,-2.464732442203143,-0.24575077890937744,-0.9752416378826309,-0.2820117247383746,-1.5724746457645842,-0.23015915842429663,-1.4291932634818862,-0.18654568848596684,-1.2614136660408315,-0.4160053516684525,-0.9078836326341326,-0.3587837214590919,-1.2446281157807464,-0.25746913425582946,-1.1509578788319395,-0.18247226727981483,-1.0599132597490555,0.0,0.0,-0.20734451968260342,-0.5174217860838521,-0.2050772824753343,-1.0158425989472937,0.008145042678917672,-1.2869811677865943,0.23132009059741102,-1.2936855770894613,-0.1085629658988831,-1.0893190274896165,0.10298725018487544,-1.571688019223545,0.14138399645877112,-1.3894771144704994,0.1683386023243969,-1.1549894407214778,0.17033136978931945,-0.9853868400104063,0.3019321571680773,-1.7850047848638273,0.39494811595192314,-2.224622651719892,0.464260111730398,-2.536901333171479,0.41284189260742643,-0.8701260536797748,0.4449158516692931,-1.41328623319675,0.36680658152543205,-1.3048978391053778,0.2939368615600325,-1.1720789757750132,0.605341818768767,-0.7477881542254372,0.5556204668986733,-1.1516651888566072,0.4485944383809757,-1.109372090352853,0.3944625361167727,-1.0243546217812305,0
